,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity
lasso,93.85691911584541,0.20004497457418136,0.0,0.0,1401.5685070504853,24.708905662024087,67.56231566882502,33.13334668821728,7.0755481457547535,118.69385330364271,10.240834821183096,1274.9768892657464,1617.2804730023045,1950.6099720897964,819.6758232286763,1460.3434910836768,1324.8202915001207,2.291162097395701,0.1468280970352435,0.330363846766746,0.0026328191726105,0.0005070670374404826,0.0008364889727661926,0.28729813171465857,0.1544952427058768,1.2606581994073756,0.01897835126193099,0.013673146366895813,0.021056612828379787,271.70347811093376,63.171657434667814,6.32235632310481,84.73002635930033,72.79135983863011,76.79741776164745,0.0,177.00440067694294,829.5834590110971,520.4470863143569,698.4164717880037,0.0,518.3910136946791,1873.438799766836,234.49507677384807,0.0,0.0,827.7425977339936,0.0,1535.2815022680945,0.0,611.7324555664427,0.0,40.91664503160711,1497.1714295346164,145.94753239313343,10.813565971136295,916.4013762241921,722.9570075025409
mutual_information,0.023906972669055726,0.015087869218093353,0.006865271454431721,0.006461059927114654,0.008949562847487158,0.004039002607625797,0.027161832533963537,0.010380030101129645,0.001763050037946634,0.004891852883538661,0.018550177503795062,0.0,0.019154900394474872,0.0013871207105706773,0.007120539041510554,0.008135205864177486,0.01530801317690944,0.011454283904607898,0.012419455712124439,0.010357748320832805,0.02153976423727766,0.004041507259657795,0.012563638971256452,0.0318382758311202,0.036150303353448265,0.03487814956566293,0.0476854639313089,0.03613497085634876,0.04298231990261314,0.008489167925850527,0.004348979095900152,0.006434573804186439,0.0,0.004659635290772179,0.009107503016587248,0.010666198034337881,0.02802484944319028,0.015269470159921639,0.02584610554770883,0.029413065839974273,0.022129066180811563,0.021308498624800443,0.006316878781282398,0.007529653304440664,0.004860559423994104,0.0,0.01224111179026277,0.005833811734730077,0.004221169800866953,0.0061001219549181585,0.015298460972980266,0.01723795017699814,0.00858513102537728,0.004174356085305142,0.004293067227706615,0.010986575771970486,0.0,0.004460310495298714
